InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536605,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:55,1.65,13047,United Kingdom
536606,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:56,4.25,13047,United Kingdom
536607,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 12:57,6.95,13047,United Kingdom
536608,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 12:58,3.39,13047,United Kingdom
536609,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 12:59,4.95,13047,United Kingdom
536610,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:00,1.65,13047,United Kingdom
536611,21724,RED HARMONICA IN BOX,10,12/1/2010 13:01,1.25,13047,United Kingdom
536612,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:02,2.95,13047,United Kingdom
536613,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:03,2.55,13047,United Kingdom
536614,71053,WHITE METAL LANTERN,6,12/1/2010 13:04,3.39,13047,United Kingdom
536615,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 13:05,1.85,13047,United Kingdom
536616,21914,BLUE HARMONICA IN BOX,12,12/1/2010 13:06,1.25,13047,United Kingdom
536617,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 13:07,1.65,13047,United Kingdom
536618,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:08,4.25,13047,United Kingdom
536619,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 13:09,6.95,13047,United Kingdom
536620,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:10,3.39,13047,United Kingdom
536621,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:11,4.95,13047,United Kingdom
536622,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:12,1.65,13047,United Kingdom
536623,21724,RED HARMONICA IN BOX,10,12/1/2010 13:13,1.25,13047,United Kingdom
536624,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:14,2.95,13047,United Kingdom
536625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:15,2.55,13047,United Kingdom
536626,71053,WHITE METAL LANTERN,6,12/1/2010 13:16,3.39,13047,United Kingdom
536627,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 13:17,2.75,13047,United Kingdom
536628,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 13:18,3.39,13047,United Kingdom
536629,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 13:19,3.39,13047,United Kingdom
536630,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 13:20,7.65,13047,United Kingdom
536631,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 13:21,4.25,13047,United Kingdom
536632,22633,HAND WARMER UNION JACK,6,12/1/2010 13:22,1.85,13047,United Kingdom
536633,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 13:23,1.85,13047,United Kingdom
536634,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 13:24,1.69,13047,United Kingdom
536635,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 13:25,2.1,13047,United Kingdom
536636,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 13:26,2.1,13047,United Kingdom
536637,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 13:27,3.75,13047,United Kingdom
536638,22310,IVORY KNITTED MUG COSY,6,12/1/2010 13:28,1.65,13047,United Kingdom
536639,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 13:29,4.25,13047,United Kingdom
536640,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 13:30,4.95,13047,United Kingdom
536641,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 13:31,9.95,13047,United Kingdom
536642,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 13:32,5.95,13047,United Kingdom
536643,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 13:33,5.95,13047,United Kingdom
536644,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 13:34,7.95,13047,United Kingdom
536645,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:35,4.25,13047,United Kingdom
536646,21756,DOORMAT NEW ENGLAND,10,12/1/2010 13:36,7.95,13047,United Kingdom
536647,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:37,3.39,13047,United Kingdom
536648,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:38,4.95,13047,United Kingdom
536649,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:39,1.65,13047,United Kingdom
536650,21724,RED HARMONICA IN BOX,10,12/1/2010 13:40,1.25,13047,United Kingdom
536651,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:41,2.95,13047,United Kingdom
536652,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:42,2.55,13047,United Kingdom
536653,71053,WHITE METAL LANTERN,6,12/1/2010 13:43,3.39,13047,United Kingdom
536654,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 13:44,1.85,13047,United Kingdom
536655,21914,BLUE HARMONICA IN BOX,12,12/1/2010 13:45,1.25,13047,United Kingdom
536656,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 13:46,1.65,13047,United Kingdom
536657,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:47,4.25,13047,United Kingdom
536658,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 13:48,6.95,13047,United Kingdom
536659,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:49,3.39,13047,United Kingdom
536660,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:50,4.95,13047,United Kingdom
536661,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:51,1.65,13047,United Kingdom
536662,21724,RED HARMONICA IN BOX,10,12/1/2010 13:52,1.25,13047,United Kingdom
536663,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:53,2.95,13047,United Kingdom
536664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:54,2.55,13047,United Kingdom
536665,71053,WHITE METAL LANTERN,6,12/1/2010 13:55,3.39,13047,United Kingdom
536666,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 13:56,2.75,13047,United Kingdom
536667,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 13:57,3.39,13047,United Kingdom
536668,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 13:58,3.39,13047,United Kingdom
536669,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 13:59,7.65,13047,United Kingdom
536670,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 14:00,4.25,13047,United Kingdom
536671,22633,HAND WARMER UNION JACK,6,12/1/2010 14:01,1.85,13047,United Kingdom
536672,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:02,1.85,13047,United Kingdom
536673,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 14:03,1.69,13047,United Kingdom
536674,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 14:04,2.1,13047,United Kingdom
536675,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 14:05,2.1,13047,United Kingdom
536676,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 14:06,3.75,13047,United Kingdom
536677,22310,IVORY KNITTED MUG COSY,6,12/1/2010 14:07,1.65,13047,United Kingdom
536678,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 14:08,4.25,13047,United Kingdom
536679,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 14:09,4.95,13047,United Kingdom
536680,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 14:10,9.95,13047,United Kingdom
536681,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 14:11,5.95,13047,United Kingdom
536682,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 14:12,5.95,13047,United Kingdom
536683,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 14:13,7.95,13047,United Kingdom
536684,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/1/2010 14:14,4.95,13047,United Kingdom
536685,21756,DOORMAT NEW ENGLAND,10,12/1/2010 14:15,7.95,13047,United Kingdom
536686,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:16,1.65,13047,United Kingdom
536687,21724,RED HARMONICA IN BOX,10,12/1/2010 14:17,1.25,13047,United Kingdom
536688,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:18,2.95,13047,United Kingdom
536689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:19,2.55,13047,United Kingdom
536690,71053,WHITE METAL LANTERN,6,12/1/2010 14:20,3.39,13047,United Kingdom
536691,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:21,1.85,13047,United Kingdom
536692,21914,BLUE HARMONICA IN BOX,12,12/1/2010 14:22,1.25,13047,United Kingdom
536693,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:23,1.65,13047,United Kingdom
536694,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:24,4.25,13047,United Kingdom
536695,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:25,6.95,13047,United Kingdom
536696,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 14:26,3.39,13047,United Kingdom
536697,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:27,4.95,13047,United Kingdom
536698,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:28,1.65,13047,United Kingdom
536699,21724,RED HARMONICA IN BOX,10,12/1/2010 14:29,1.25,13047,United Kingdom
536700,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:30,2.95,13047,United Kingdom
536701,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:31,2.55,13047,United Kingdom
536702,71053,WHITE METAL LANTERN,6,12/1/2010 14:32,3.39,13047,United Kingdom
536703,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:33,1.85,13047,United Kingdom
536704,21914,BLUE HARMONICA IN BOX,12,12/1/2010 14:34,1.25,13047,United Kingdom
536705,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:35,1.65,13047,United Kingdom
536706,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:36,4.25,13047,United Kingdom
536707,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:37,6.95,13047,United Kingdom
536708,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 14:38,3.39,13047,United Kingdom
536709,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:39,4.95,13047,United Kingdom
536710,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:40,1.65,13047,United Kingdom
536711,21724,RED HARMONICA IN BOX,10,12/1/2010 14:41,1.25,13047,United Kingdom
536712,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:42,2.95,13047,United Kingdom
536713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:43,2.55,13047,United Kingdom
536714,71053,WHITE METAL LANTERN,6,12/1/2010 14:44,3.39,13047,United Kingdom
536715,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:45,1.85,13047,United Kingdom
536716,21914,BLUE HARMONICA IN BOX,12,12/1/2010 14:46,1.25,13047,United Kingdom
536717,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:47,1.65,13047,United Kingdom
536718,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:48,4.25,13047,United Kingdom
536719,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:49,6.95,13047,United Kingdom
536720,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 14:50,3.39,13047,United Kingdom
536721,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:51,4.95,13047,United Kingdom
536722,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:52,1.65,13047,United Kingdom
536723,21724,RED HARMONICA IN BOX,10,12/1/2010 14:53,1.25,13047,United Kingdom
536724,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:54,2.95,13047,United Kingdom
536725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:55,2.55,13047,United Kingdom
536726,71053,WHITE METAL LANTERN,6,12/1/2010 14:56,3.39,13047,United Kingdom
536727,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 14:57,2.75,13047,United Kingdom
536728,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 14:58,3.39,13047,United Kingdom
536729,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 14:59,3.39,13047,United Kingdom
536730,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 15:00,7.65,13047,United Kingdom
536731,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 15:01,4.25,13047,United Kingdom
536732,22633,HAND WARMER UNION JACK,6,12/1/2010 15:02,1.85,13047,United Kingdom
536733,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 15:03,1.85,13047,United Kingdom
536734,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 15:04,1.69,13047,United Kingdom
536735,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 15:05,2.1,13047,United Kingdom
536736,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 15:06,2.1,13047,United Kingdom
536737,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 15:07,3.75,13047,United Kingdom
536738,22310,IVORY KNITTED MUG COSY,6,12/1/2010 15:08,1.65,13047,United Kingdom
536739,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 15:09,4.25,13047,United Kingdom
536740,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 15:10,4.95,13047,United Kingdom
536741,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 15:11,9.95,13047,United Kingdom
536742,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 15:12,5.95,13047,United Kingdom
536743,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 15:13,5.95,13047,United Kingdom
536744,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 15:14,7.95,13047,United Kingdom
